,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,session_id,date,available_capacity,min_age_limit,vaccine,slots,available_capacity_dose1,available_capacity_dose2
56,632898,DGD Tis Hazari,Tis Hazari Court,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': 'cbd47fe6-858a-48f3-bf07-74474b92f4cd', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,cbd47fe6-858a-48f3-bf07-74474b92f4cd,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
56,632898,DGD Tis Hazari,Tis Hazari Court,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '687b6cdc-6878-46e5-8cb6-c08c2b3dc4f5', 'date': '21-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,687b6cdc-6878-46e5-8cb6-c08c2b3dc4f5,21-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
56,632898,DGD Tis Hazari,Tis Hazari Court,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': 'c59cda96-97cc-49aa-8c46-f98aed6efbb9', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,c59cda96-97cc-49aa-8c46-f98aed6efbb9,22-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
56,632898,DGD Tis Hazari,Tis Hazari Court,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '1e9edb03-5efc-454a-bb51-f3acbdd46e3d', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,1e9edb03-5efc-454a-bb51-f3acbdd46e3d,24-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
56,632898,DGD Tis Hazari,Tis Hazari Court,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '8badbbe8-a221-4d4b-9130-83e137a4f543', 'date': '25-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,8badbbe8-a221-4d4b-9130-83e137a4f543,25-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
57,4679,DGD Ajmeri Gate PHC,"MPCC FIRST FLOOR 4528 Gali Shahtara, Ajmeri Gate, Delhi- 06",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '16e9c469-a43c-4354-b291-90bd1ef01d3d', 'date': '20-05-2021', 'available_capacity': 15, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 15}",,16e9c469-a43c-4354-b291-90bd1ef01d3d,20-05-2021,15,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,15
57,4679,DGD Ajmeri Gate PHC,"MPCC FIRST FLOOR 4528 Gali Shahtara, Ajmeri Gate, Delhi- 06",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '8c751a47-d080-4493-9cbb-f0aead4f6cc6', 'date': '22-05-2021', 'available_capacity': 15, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 15}",,8c751a47-d080-4493-9cbb-f0aead4f6cc6,22-05-2021,15,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,15
57,4679,DGD Ajmeri Gate PHC,"MPCC FIRST FLOOR 4528 Gali Shahtara, Ajmeri Gate, Delhi- 06",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '7996e8a9-731a-4b30-8f0c-e6d94d870dd4', 'date': '24-05-2021', 'available_capacity': 17, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 4, 'available_capacity_dose2': 13}",,7996e8a9-731a-4b30-8f0c-e6d94d870dd4,24-05-2021,17,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",4,13
57,4679,DGD Ajmeri Gate PHC,"MPCC FIRST FLOOR 4528 Gali Shahtara, Ajmeri Gate, Delhi- 06",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '05b2999f-063d-4117-9178-63774cffd49e', 'date': '25-05-2021', 'available_capacity': 38, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 21, 'available_capacity_dose2': 17}",,05b2999f-063d-4117-9178-63774cffd49e,25-05-2021,38,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",21,17
58,4670,MCW Bagh Kare Khan PHC,"M And CW Centre Bagh Kare Khan, Pantsnala Marg, Kishan Ganj, Delhi -110007",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '9c5661e9-7f62-4091-97d3-7e0517b96ca1', 'date': '20-05-2021', 'available_capacity': 23, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 23}",,9c5661e9-7f62-4091-97d3-7e0517b96ca1,20-05-2021,23,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,23
58,4670,MCW Bagh Kare Khan PHC,"M And CW Centre Bagh Kare Khan, Pantsnala Marg, Kishan Ganj, Delhi -110007",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '0cd68226-c928-4efa-94d2-2cb8c017794d', 'date': '22-05-2021', 'available_capacity': 17, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 1, 'available_capacity_dose2': 16}",,0cd68226-c928-4efa-94d2-2cb8c017794d,22-05-2021,17,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",1,16
58,4670,MCW Bagh Kare Khan PHC,"M And CW Centre Bagh Kare Khan, Pantsnala Marg, Kishan Ganj, Delhi -110007",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '1cf962ef-3f15-4109-ac88-00e4500f29f2', 'date': '24-05-2021', 'available_capacity': 41, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 19, 'available_capacity_dose2': 22}",,1cf962ef-3f15-4109-ac88-00e4500f29f2,24-05-2021,41,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",19,22
58,4670,MCW Bagh Kare Khan PHC,"M And CW Centre Bagh Kare Khan, Pantsnala Marg, Kishan Ganj, Delhi -110007",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': 'be8775c1-669f-4401-a6e2-aaf9eeb6d6c3', 'date': '25-05-2021', 'available_capacity': 47, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 23}",,be8775c1-669f-4401-a6e2-aaf9eeb6d6c3,25-05-2021,47,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,23
59,693434,NIGAM PRATIBHA V KAMLA NAGAR 1,E - Block Kamla Nagar Double Storey (Ward No. 78),Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '5fab9d25-ca5a-4856-a992-9044b731bff6', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,5fab9d25-ca5a-4856-a992-9044b731bff6,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
60,580260,MAIDS SITE 1,MAIDS,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'f412538d-594e-4e95-b627-3ebcdc5c6a4a', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,f412538d-594e-4e95-b627-3ebcdc5c6a4a,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
61,4248,CGHS Dev Nagar PHC,Block No 12 Govt Quarter Opp Mother Dairy Karol Bagh Delhi 5,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '8963ed61-97ec-4d6a-b2ad-939736d7a718', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,8963ed61-97ec-4d6a-b2ad-939736d7a718,20-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
61,4248,CGHS Dev Nagar PHC,Block No 12 Govt Quarter Opp Mother Dairy Karol Bagh Delhi 5,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'c1539fb7-e2a7-4609-8509-803b1b72f267', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,c1539fb7-e2a7-4609-8509-803b1b72f267,22-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
61,4248,CGHS Dev Nagar PHC,Block No 12 Govt Quarter Opp Mother Dairy Karol Bagh Delhi 5,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '8c563b50-d661-4997-ba0a-4a566603bf29', 'date': '24-05-2021', 'available_capacity': 1, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 1}",,8c563b50-d661-4997-ba0a-4a566603bf29,24-05-2021,1,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,1
61,4248,CGHS Dev Nagar PHC,Block No 12 Govt Quarter Opp Mother Dairy Karol Bagh Delhi 5,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '141d3176-bb6a-4782-802b-867062403956', 'date': '25-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,141d3176-bb6a-4782-802b-867062403956,25-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
62,697492,MCPS JHARODA MAJRA VILL SITE 3,Village Jharoda Majra Burari Delhi - 110084 (Ward No. 8),Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '448affd4-d11e-439f-b9f2-d43a67b86fb3', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,448affd4-d11e-439f-b9f2-d43a67b86fb3,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '06224bcf-d4e7-4068-a7d6-db472a29bc41', 'date': '20-05-2021', 'available_capacity': 102, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 102}",,06224bcf-d4e7-4068-a7d6-db472a29bc41,20-05-2021,102,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,102
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '38f6f2ec-39f2-4335-8976-d586d703b0de', 'date': '21-05-2021', 'available_capacity': 137, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 53, 'available_capacity_dose2': 84}",,38f6f2ec-39f2-4335-8976-d586d703b0de,21-05-2021,137,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",53,84
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '0e81ffeb-c5b2-4905-85c5-4bd152fe28e1', 'date': '22-05-2021', 'available_capacity': 115, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 14, 'available_capacity_dose2': 101}",,0e81ffeb-c5b2-4905-85c5-4bd152fe28e1,22-05-2021,115,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",14,101
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'f943244e-1fd2-42d6-a793-27ac1bd08b03', 'date': '24-05-2021', 'available_capacity': 163, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 88, 'available_capacity_dose2': 75}",,f943244e-1fd2-42d6-a793-27ac1bd08b03,24-05-2021,163,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",88,75
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'fb0378e8-5f88-4c48-ab47-0ab83d70fb4c', 'date': '25-05-2021', 'available_capacity': 169, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 90, 'available_capacity_dose2': 79}",,fb0378e8-5f88-4c48-ab47-0ab83d70fb4c,25-05-2021,169,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",90,79
63,3,Aruna Asaf Ali Hospital DH,"5-Rajpur Road, Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'd990dfc3-8121-48e0-963f-b682e1659f93', 'date': '26-05-2021', 'available_capacity': 185, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 97, 'available_capacity_dose2': 88}",,d990dfc3-8121-48e0-963f-b682e1659f93,26-05-2021,185,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",97,88
64,4809,DGD Majnu Ka Tilla PHC,"F-Block,Basti Vikas Kendra,near Community Center, Aruna Nagar, Majnu Ka Tilla,Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '797c1f96-f8c2-446c-a32c-d6247c1d7e6f', 'date': '20-05-2021', 'available_capacity': 12, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 12}",,797c1f96-f8c2-446c-a32c-d6247c1d7e6f,20-05-2021,12,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,12
64,4809,DGD Majnu Ka Tilla PHC,"F-Block,Basti Vikas Kendra,near Community Center, Aruna Nagar, Majnu Ka Tilla,Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '0f70b671-51a2-4ebb-be5a-a63d05c452b0', 'date': '22-05-2021', 'available_capacity': 17, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 8, 'available_capacity_dose2': 9}",,0f70b671-51a2-4ebb-be5a-a63d05c452b0,22-05-2021,17,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",8,9
64,4809,DGD Majnu Ka Tilla PHC,"F-Block,Basti Vikas Kendra,near Community Center, Aruna Nagar, Majnu Ka Tilla,Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '78ca3d72-df6c-44bc-abfc-7620532a15c9', 'date': '24-05-2021', 'available_capacity': 34, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 19, 'available_capacity_dose2': 15}",,78ca3d72-df6c-44bc-abfc-7620532a15c9,24-05-2021,34,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",19,15
64,4809,DGD Majnu Ka Tilla PHC,"F-Block,Basti Vikas Kendra,near Community Center, Aruna Nagar, Majnu Ka Tilla,Delhi-110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '74a4cd20-41be-4004-bf56-65ca5d1d0e0b', 'date': '25-05-2021', 'available_capacity': 46, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 22}",,74a4cd20-41be-4004-bf56-65ca5d1d0e0b,25-05-2021,46,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,22
65,693800,RPVV Link Road Karol B SITE 4,Link Road Karol Bagh New Delhi - 110005 (School ID - 2128031),Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '9948152e-a0cb-465d-a300-1f0012a87e76', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,9948152e-a0cb-465d-a300-1f0012a87e76,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
66,702700,GBSS Mata S School Near LNJP,Mata Sundari Road Near LNJP,Delhi,Central Delhi,Not Applicable,110002,28,77,09:00:00,17:00:00,Free,"{'session_id': '8e65e3bc-f8a7-4d66-8e90-3f78e7c0063b', 'date': '20-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 25}",,8e65e3bc-f8a7-4d66-8e90-3f78e7c0063b,20-05-2021,50,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",25,25
67,606553,BURARI HOSPTIAL SITE 5,Kaoushik Enclave Shankar Pura Burari,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '6f19d0d7-c257-4d49-8e8d-64aaab2c7747', 'date': '20-05-2021', 'available_capacity': 186, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 89, 'available_capacity_dose2': 97}",,6f19d0d7-c257-4d49-8e8d-64aaab2c7747,20-05-2021,186,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",89,97
67,606553,BURARI HOSPTIAL SITE 5,Kaoushik Enclave Shankar Pura Burari,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'a43a8d83-7e1d-4a36-9d09-3008ac8db1c5', 'date': '21-05-2021', 'available_capacity': 177, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 85}",,a43a8d83-7e1d-4a36-9d09-3008ac8db1c5,21-05-2021,177,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",92,85
67,606553,BURARI HOSPTIAL SITE 5,Kaoushik Enclave Shankar Pura Burari,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'e2e582d3-248e-4a16-9d23-87188d7a791f', 'date': '22-05-2021', 'available_capacity': 185, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 90, 'available_capacity_dose2': 95}",,e2e582d3-248e-4a16-9d23-87188d7a791f,22-05-2021,185,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",90,95
67,606553,BURARI HOSPTIAL SITE 5,Kaoushik Enclave Shankar Pura Burari,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'ea64e69e-458c-49b9-9da4-6ee8491b7f24', 'date': '24-05-2021', 'available_capacity': 193, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 93}",,ea64e69e-458c-49b9-9da4-6ee8491b7f24,24-05-2021,193,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,93
67,606553,BURARI HOSPTIAL SITE 5,Kaoushik Enclave Shankar Pura Burari,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '26e2cac1-b1f6-4fab-9bbe-02a14e12fec1', 'date': '25-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 99}",,26e2cac1-b1f6-4fab-9bbe-02a14e12fec1,25-05-2021,199,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,99
